11111,2.1918033407043884,7.048017147472016,8.395793151877486,14.114743103679958
33333,6.995039726892659,20.771010583352115,25.049041416760055,41.76611180964813
55555,11.625113632325345,34.70057776463076,41.99711054249174,70.00758499222545
77777,16.30735351603921,48.93431067350312,59.07072136635387,98.03703472635479
99999,20.815333858363395,63.046144870783564,75.71652173285685,125.88841830956174
122221,25.527382381229142,77.13503164675832,92.88405375376963,153.42935471176548
144443,30.210386882960712,91.26811471715124,110.02115087705798,180.92497192521068
166665,34.868061550030895,105.47454408008414,126.59857463049093,208.40763394314015
188887,39.60638221042242,119.74633526782361,143.21629326971637,233.73173459006009
211109,44.445063857641195,133.65864346217415,159.97583581436288,249.96443020175457
233331,49.247839409581914,147.52790455262564,176.78877139737676,254.4104162267483
255553,54.06352978399254,161.49305320787317,193.7114979486415,254.99246539842204
277775,58.92531619305058,175.8180863101946,210.919984993579,254.99653744265063
299997,63.57420061880181,189.71886855795958,226.94851162276166,254.9977096250936
322219,68.25119249459208,203.76596658778453,239.46495375425062,254.9982891175398
